1995,1,2,3,0,0,0,168,1,2,99,99,K
284.51944 284.74814 284.98978 285.24643 285.48322 285.63437 285.72736 285.74698 285.70938 285.63892 285.6196 285.69724 285.8694 285.959 286.0861 286.24017 286.38467 285.56903 284.3373 284.04092 281.7668 279.92328 280.84448 281.3879 282.91626 283.40332 283.91446 284.14877 285.3747 286.62433 288.09406 288.5973 288.59622 288.7355 288.72324 288.715 288.6386 288.51434 288.34448 288.11923 287.83594 287.5179 287.178 286.82745 286.4804 286.1717 285.91928 285.73038 285.60635 285.72177 285.7432 285.85083 285.98007 286.04922 286.02808 285.87946 285.5849 285.2738 284.97702 284.6833 284.3949 284.1205 283.85974 283.63528 283.45386 283.29904 283.1484 282.98938 282.83594 282.69254 282.5554 282.4047 282.25964 282.09183 281.90414 281.74982 281.63177 281.525 281.61627 281.54227 281.45746 281.40167 281.34976 281.30447 281.2579 281.21017 281.14557 281.09137 281.0398 280.98984 280.94403 280.91916 280.88464 280.86072 280.85815 280.86832 280.8935 280.93576 280.99582
285.08124 285.15436 285.3887 285.66064 285.95032 286.13123 286.23096 286.2728 286.18964 286.08136 286.11823 286.21304 286.3173 286.3895 286.41135 286.59204 286.71243 286.46826 284.3515 285.04123 283.22192 281.57928 280.61365 280.9534 282.46 283.1936 282.6859 283.61905 284.06833 285.81482 288.1839 288.74866 288.90973 289.03732 289.09296 289.11664 289.13315 288.90814 288.72327 288.49863 288.20715 287.89474 287.59326 287.30905 287.03207 286.7595 286.87003 286.76093 286.64734 286.43094 286.4815 286.60242 286.69293 286.74457 286.6884 286.48804 286.17886 285.83438 285.48822 285.15424 284.82574 284.49466 284.1698 283.884 283.64386 283.4385 283.23148 283.0303 282.8246 282.634 282.45227 282.27725 282.1149 281.95102 281.77795 281.60995 281.47995 281.3622 281.54764 281.50006 281.43588 281.39157 281.36005 281.321 281.27075 281.2317 281.1834 281.13312 281.0779 281.01602 280.95364 280.9062 280.88077 280.85873 280.8593 280.90085 280.9691 281.02365 281.3269
285.6819 285.73392 285.82352 285.94067 286.12402 286.2672 286.4222 286.51978 286.54807 286.4939 286.56122 286.63733 286.70047 286.73334 286.7248 286.89246 287.05127 286.5692 284.8671 285.66187 283.46317 281.36804 280.39096 280.22696 282.35846 283.09778 283.4797 284.4961 284.0723 284.8881 288.0892 289.0732 289.1498 289.3123 289.34015 289.40903 289.41812 289.38275 289.25812 289.03976 288.73242 288.395 288.0678 287.76047 287.48392 287.2562 287.0636 286.9177 286.71042 286.72812 286.789 286.91687 287.03528 287.0819 287.02496 286.83292 286.52945 286.1914 285.83322 285.48788 285.14157 284.80652 284.4854 284.18262 283.9079 283.65826 283.41992 283.18808 282.9596 282.75992 282.56708 282.39252 282.23996 282.08807 281.93585 281.80457 281.69208 281.5963 281.81308 281.7716 281.73038 281.69168 281.6578 281.6197 281.5628 281.4935 281.43173 281.37012 281.31827 281.2904 281.26343 281.26025 281.2455 281.26474 281.26746 281.28116 281.33078 281.4176 281.8104
286.15607 286.22473 286.2477 286.22943 286.28723 286.40823 286.58392 286.72964 286.8471 286.945 286.98254 287.00854 286.99673 287.00348 287.0283 287.1746 287.41843 287.25616 287.19943 286.0304 282.40787 281.20474 279.3423 279.48486 282.04343 282.8913 282.7921 284.0861 285.0594 285.68185 287.1034 288.91006 289.44763 289.62146 289.79065 289.8607 289.85117 289.7599 289.55698 289.22617 288.8467 288.4735 288.13766 287.8333 287.57632 287.3698 287.19843 286.90128 286.90125 286.9523 287.07007 287.21432 287.32437 287.38733 287.34882 287.1573 286.86102 286.52548 286.1726 285.80524 285.43417 285.08853 284.77356 284.47092 284.17337 283.88568 283.6157 283.3598 283.11975 282.8932 282.7044 282.54657 282.41428 282.28726 282.17886 282.07935 282.00232 281.91617 282.1985 282.16885 282.12854 282.0969 282.05878 282.02975 282.00034 281.96692 281.94733 281.92975 281.9215 281.92426 281.9249 281.93448 281.95367 281.97382 282.01154 282.08777 282.23273 282.41602 282.86456
286.55386 286.6003 286.5877 286.4722 286.48773 286.5693 286.8261 286.983 287.08923 287.18362 287.285 287.30545 287.33264 287.3571 287.39194 287.53568 287.71677 287.64905 287.50916 286.29437 282.16046 279.94952 279.7353 279.88553 281.62576 282.4258 282.50256 283.13852 284.82123 286.64557 286.63416 287.04016 288.30954 289.8673 290.2404 290.36963 290.34213 290.16687 289.84293 289.43878 289.03284 288.6363 288.2689 287.95273 287.7 287.49796 287.33884 287.123 287.0756 287.1722 287.3263 287.46802 287.59607 287.6833 287.65967 287.47595 287.2011 286.87613 286.5192 286.1419 285.75095 285.3977 285.0802 284.77878 284.46738 284.16003 283.85883 283.58066 283.3256 283.10095 282.9235 282.77438 282.6671 282.5739 282.50946 282.4504 282.39392 282.3273 282.6938 282.69073 282.67816 282.6816 282.69815 282.71255 282.74026 282.7589 282.7731 282.80176 282.84232 282.89996 282.96252 283.03644 283.12726 283.24008 283.3836 283.54532 283.7365 283.93924 284.26376
286.82977 286.8683 286.91443 286.94077 286.92996 287.02356 287.14038 287.2256 287.2905 287.39734 287.51794 287.70718 287.66348 287.67328 287.74182 287.88065 287.97568 287.81287 287.62354 286.186 281.97977 279.0544 278.16766 279.8684 280.81876 282.05295 283.47375 284.3833 285.23727 286.94656 286.95282 286.3958 287.95312 290.30157 290.81277 290.92377 290.86627 290.58258 290.16745 289.7383 289.2928 288.86044 288.4677 288.1077 287.818 287.59607 287.3818 287.24707 287.25024 287.37357 287.5296 287.6976 287.85928 287.9629 287.96466 287.82227 287.57605 287.2609 286.9 286.50348 286.10416 285.7404 285.41553 285.11874 284.78925 284.46588 284.14328 283.85855 283.59155 283.37378 283.20895 283.08282 283.01004 282.95444 282.9293 282.9121 282.90152 282.882 283.33093 283.3856 283.445 283.50888 283.562 283.62677 283.7035 283.77597 283.85373 283.94537 284.04538 284.16553 284.30103 284.5068 284.69278 284.83078 285.00073 285.17966 285.41 285.62283 285.92847
287.07797 287.13733 287.14084 287.15848 287.2222 287.33054 287.2773 287.36224 287.4901 287.6127 287.77625 287.89822 287.944 287.95804 288.05072 288.1633 288.16638 287.76523 286.1136 285.83224 281.3569 279.5162 279.1196 280.1728 280.5302 281.27277 283.73013 285.08536 286.48572 287.4978 287.08893 287.14337 287.88962 290.62488 291.30695 291.474 291.3489 290.96045 290.53006 290.10022 289.63937 289.16666 288.71347 288.30746 287.96762 287.4431 287.30573 287.25055 287.3933 287.55695 287.73322 287.9302 288.11267 288.24606 288.2831 288.1891 287.97983 287.6755 287.32242 286.92276 286.5058 286.12122 285.77026 285.45502 285.1166 284.7737 284.46066 284.16525 283.9198 283.72015 283.58273 283.4831 283.43704 283.41537 283.43127 283.46182 283.5009 283.44632 284.0675 284.22305 284.33557 284.44873 284.56137 284.66467 284.77756 284.91434 285.03946 285.1507 285.31165 285.4434 285.60974 285.80612 286.028 286.23087 286.42764 286.63046 286.8362 287.01315 287.29254
287.32358 287.38638 287.32974 287.42807 287.45776 287.42368 287.49536 287.62097 287.81778 287.93274 288.05292 288.1326 288.18137 288.20374 288.27115 288.3624 288.33105 288.0904 284.63126 285.83398 281.28333 279.4782 279.7336 280.29633 280.98334 280.8958 281.93304 283.27765 285.93765 287.19745 288.41968 288.06543 289.12732 291.21884 291.7465 291.96085 291.7887 291.34814 290.93643 290.51498 290.02625 289.50897 288.9992 288.5364 288.16327 285.9007 285.76706 286.05063 287.39703 287.72482 287.89767 288.08383 288.26666 288.507 288.65546 288.6424 288.46292 288.16867 287.80496 287.40408 286.97327 286.5523 286.16608 285.8158 285.47858 285.1381 284.83524 284.56778 284.3505 284.17874 284.0599 283.9888 283.97406 283.97183 284.01514 284.10028 284.18643 284.5918 284.9467 285.16907 285.30444 285.41772 285.5517 285.66437 285.78812 285.90036 286.0849 286.30286 286.52185 286.7361 286.9608 287.18063 287.3381 287.45865 287.56293 287.6631 287.77173 287.90643 288.1898
287.52274 287.55298 287.56216 287.55438 287.60382 287.6709 287.76788 287.9375 288.08246 288.213 288.27023 288.3406 288.39792 288.42242 288.4564 288.55612 288.50342 288.57642 285.6563 286.24185 281.18607 279.41824 279.02426 279.6832 280.75565 280.4677 279.27908 280.4096 283.8674 286.73593 288.5345 288.29663 289.71957 290.30038 291.91763 292.05878 292.16162 291.74075 291.36847 290.92566 290.40103 289.84756 289.2968 288.81558 288.16492 285.84695 285.86627 285.89624 287.25385 287.61124 287.70425 287.77826 287.90723 288.44638 288.8796 289.03458 289.08652 288.79276 288.4021 287.98306 287.52322 287.07034 286.65405 286.30048 285.99152 285.63928 285.31116 284.9997 284.73447 284.54944 284.47903 284.4355 284.40143 284.36847 284.37344 284.4864 284.89807 285.51364 285.8584 286.06827 286.25204 286.46783 286.59982 286.76706 286.91043 286.98038 287.2105 287.45825 287.67743 287.88193 288.0683 288.1355 288.1427 288.15485 288.20242 288.2693 288.41235 288.5415 288.78577
287.7659 287.8951 287.88586 287.87537 287.95123 287.98615 288.06598 288.1752 288.29538 288.39667 288.4885 288.59875 288.66962 288.69528 288.6853 288.7462 288.62946 288.90137 285.27213 287.13434 282.39514 280.21783 278.63696 278.87894 279.60287 279.0828 277.91653 279.1831 282.1452 285.06757 287.0304 288.157 289.8773 290.5128 292.29626 291.24783 292.48956 292.16788 291.80542 291.33194 290.79633 290.2097 289.61804 289.20465 286.25198 285.89 285.6726 285.79755 285.88174 286.3078 286.57437 286.7435 286.93475 287.6322 288.26343 288.59174 289.4404 289.4066 289.1681 288.83173 288.43076 287.979 287.55313 287.04977 285.71896 285.34793 285.082 284.8551 284.71057 284.61182 284.58963 284.61417 284.65817 284.7422 284.8455 285.25748 285.86765 286.3733 286.632 286.82336 287.03674 286.89816 286.8453 287.1058 287.46603 287.82553 288.1248 288.4045 288.60544 288.81372 288.84607 288.77057 288.70178 288.68982 288.7257 288.78915 288.87866 288.9479 289.13516
