   0.00    0.00  100.00    5.00    5.00
   1.00    5.00   95.19    5.00   -4.81
   2.00   10.00   80.57    5.00  -14.62
   3.00   15.00   56.14    5.00  -24.43
   4.00   20.00   21.90    5.00  -34.24
